%% File Creation: 2010-07-14 12:46:36
% File Content: 
%   Please refer to the species-specific README file in the
%   appropriate directory folder at ftp://ftp.cmdl.noaa.gov/ccg.
% Contact: 
%   Compound: CO2 (In Situ)
%   Pieter Tans
%   tel: (303) 497-6678
%   email: Pieter.Tans@noaa.gov

% year month day value stddev #hours_averaged
2000 10 25   367.60  0.11  6
2000 10 26   367.63  0.14 15
2000 10 27   367.75  0.11 18
2000 10 28   367.55  0.15 14
2000 10 29   367.57  0.12 16
2000 10 30   367.70  0.16 12
2000 10 31   367.66  0.17 14
2000 11  1   367.74  0.16 18
2000 11  2   368.01  0.05 22
2000 11  3   367.95  0.06 23
2000 11  4   367.91  0.12 22
2000 11  5   367.93  0.07 16
2000 11  6  -999.99 -9.99  0
2000 11  7   368.02  0.06 22
2000 11  8   367.92  0.12 14
2000 11  9  -999.99 -9.99  0
2000 11 10   368.11  0.18 22
2000 11 11   367.93  0.06 12
2000 11 12   368.23  0.11 11
2000 11 13   368.33  0.20 18
2000 11 14   368.71  0.28 19
2000 11 15   368.53  0.13 23
2000 11 16   368.58  0.22  8
2000 11 17   368.39  0.19 15
2000 11 18   368.54  0.12 23
2000 11 19   368.50  0.17 12
2000 11 20  -999.99 -9.99  0
2000 11 21  -999.99 -9.99  0
2000 11 22  -999.99 -9.99  0
2000 11 23   368.30  0.14 15
2000 11 24   368.24  0.08 24
2000 11 25   368.30  0.20 23
2000 11 26   368.23  0.10 18
2000 11 27   368.60  0.11 18
2000 11 28   368.60  0.05 19
2000 11 29   368.58  0.27  8
2000 11 30   368.66  0.05 12
2000 12  1  -999.99 -9.99  0
2000 12  2   369.50  0.01  2
2000 12  3   370.33  0.10  7
2000 12  4   369.46  0.17 15
2000 12  5   369.37  0.12 12
2000 12  6   369.04  0.13 13
2000 12  7   369.03  0.10 16
2000 12  8   369.81  0.25  9
2000 12  9   369.99  0.19 16
2000 12 10   370.28  0.17 17
2000 12 11   369.93  0.15  7
2000 12 12   369.59  0.11 17
2000 12 13   369.28  0.08 19
2000 12 14   369.40  0.13 19
2000 12 15   369.49  0.06 17
2000 12 16   369.41  0.07 23
2000 12 17   369.49  0.08 18
2000 12 18   369.43  0.05 20
2000 12 19   369.52  0.14 18
2000 12 20   369.53  0.23 16
2000 12 21   369.71  0.13 21
2000 12 22   369.72  0.13 14
2000 12 23   369.72  0.09 20
2000 12 24   369.80  0.26 10
2000 12 25   369.63  0.20 12
2000 12 26   369.86  0.19 15
2000 12 27   369.88  0.14 22
2000 12 28   369.59  0.12 16
2000 12 29   370.01  0.17 20
2000 12 30   369.70  0.17 21
2000 12 31   369.65  0.12 21
2001  1  1   369.73  0.12 16
2001  1  2   370.04  0.20 20
2001  1  3   370.12  0.13  6
2001  1  4   370.21  0.17 15
2001  1  5   369.98  0.14 21
2001  1  6   370.30  0.08 23
2001  1  7   370.10  0.06 23
2001  1  8   370.08  0.07 17
2001  1  9   370.03  0.12 23
2001  1 10   370.09  0.06 23
2001  1 11   370.17  0.10 16
2001  1 12   370.17  0.11 16
2001  1 13   370.99  0.12 16
2001  1 14   371.27  0.24 11
2001  1 15   371.34  0.27  8
2001  1 16  -999.99 -9.99  0
2001  1 17   370.38  0.09 19
2001  1 18   370.52  0.20 20
2001  1 19   370.58  0.10 10
2001  1 20   370.09  0.16 19
2001  1 21   370.07  0.09 16
2001  1 22   370.16  0.08 14
2001  1 23   369.92  0.10 21
2001  1 24   369.93  0.09 22
2001  1 25   369.95  0.17 17
2001  1 26  -999.99 -9.99  0
2001  1 27   371.21  0.13 19
2001  1 28   371.38  0.23 10
2001  1 29   371.30  0.19 16
2001  1 30   371.71  0.14 18
2001  1 31   371.66  0.23 17
2001  2  1   371.24  0.21 19
2001  2  2   370.97  0.15 22
2001  2  3   370.96  0.07 16
2001  2  4   371.48  0.16  2
2001  2  5   371.88  0.18 13
2001  2  6   372.06  0.20 15
2001  2  7   371.92  0.21 22
2001  2  8   371.42  0.15 20
2001  2  9   370.54  0.18 21
2001  2 10   370.59  0.16 16
2001  2 11   371.06  0.23 15
2001  2 12   371.48  0.16 19
2001  2 13   371.47  0.12 17
2001  2 14   371.91  0.22 10
2001  2 15   371.98  0.11 22
2001  2 16   372.01  0.21 19
2001  2 17   372.06  0.16  6
2001  2 18   371.71  0.22 16
2001  2 19   371.61  0.13 16
2001  2 20   371.34  0.17 16
2001  2 21   371.88  0.25  7
2001  2 22   371.59  0.15 15
2001  2 23   371.51  0.12 18
2001  2 24   371.35  0.12 19
2001  2 25   370.88  0.14 21
2001  2 26   370.69  0.12 21
2001  2 27   371.10  0.16 16
2001  2 28   371.73  0.18 16
2001  3  1   371.86  0.23 16
2001  3  2   372.39  0.18 11
2001  3  3   372.26  0.15  9
2001  3  4   372.54  0.22  7
2001  3  5   372.44  0.18 16
2001  3  6   372.14  0.25 16
2001  3  7   371.72  0.26 18
2001  3  8   372.06  0.23 14
2001  3  9   372.29  0.25  3
2001  3 10   372.26  0.23 21
2001  3 11   372.38  0.14 20
2001  3 12   372.12  0.15 22
2001  3 13   372.35  0.17 14
2001  3 14   372.89  0.12 12
2001  3 15   372.91  0.12 19
2001  3 16   372.87  0.19  6
2001  3 17   372.61  0.20 11
2001  3 18   372.78  0.18 17
2001  3 19   372.74  0.20 20
2001  3 20   372.43  0.19 15
2001  3 21   372.38  0.14 10
2001  3 22   372.33  0.23 11
2001  3 23   372.50  0.10 17
2001  3 24   372.38  0.21 21
2001  3 25   372.38  0.19 12
2001  3 26   371.57  0.14  8
2001  3 27   371.64  0.15  2
2001  3 28   372.31  0.26 11
2001  3 29   372.78  0.11  7
2001  3 30  -999.99 -9.99  0
2001  3 31   372.93  0.14 19
2001  4  1   372.45  0.11 16
2001  4  2   372.09  0.17 15
2001  4  3   372.28  0.15 22
2001  4  4   372.48  0.15 17
2001  4  5   372.61  0.18 18
2001  4  6   372.57  0.12 11
2001  4  7   372.38  0.10 14
2001  4  8   372.56  0.12 15
2001  4  9   373.03  0.20  8
2001  4 10   374.14  0.08  3
2001  4 11   374.58  0.16  7
2001  4 12   373.98  0.16 16
2001  4 13   373.43  0.15 12
2001  4 14   373.07  0.13 22
2001  4 15   373.28  0.17 18
2001  4 16   373.59  0.11 19
2001  4 17   373.47  0.12 22
2001  4 18   373.52  0.19 14
2001  4 19   373.81  0.12 22
2001  4 20   373.92  0.13 22
2001  4 21   373.92  0.17 19
2001  4 22   373.76  0.19 21
2001  4 23   373.58  0.23  7
2001  4 24   373.37  0.11 15
2001  4 25   373.69  0.28 19
2001  4 26   373.55  0.14 12
2001  4 27   373.43  0.16 12
2001  4 28   373.53  0.23 15
2001  4 29   373.94  0.10  9
2001  4 30   373.73  0.19 19
2001  5  1   373.46 -9.99  1
2001  5  2   374.10  0.19 16
2001  5  3   373.71  0.18 13
2001  5  4   373.64  0.16  8
2001  5  5  -999.99 -9.99  0
2001  5  6  -999.99 -9.99  0
2001  5  7  -999.99 -9.99  0
2001  5  8   373.81  0.22 20
2001  5  9   373.86  0.09 20
2001  5 10   373.88  0.24 14
2001  5 11   374.00  0.17 11
2001  5 12  -999.99 -9.99  0
2001  5 13  -999.99 -9.99  0
2001  5 14  -999.99 -9.99  0
2001  5 15   372.99  0.04  2
2001  5 16   373.07  0.17 18
2001  5 17   373.20  0.16  4
2001  5 18   373.91  0.19  8
2001  5 19   373.79  0.27  4
2001  5 20   373.50  0.20 16
2001  5 21   373.71  0.11  8
2001  5 22   373.98  0.16 18
2001  5 23   374.14  0.17 18
2001  5 24   373.86  0.13 22
2001  5 25   373.76  0.10 22
2001  5 26   374.10  0.16 23
2001  5 27   373.96  0.11 22
2001  5 28   374.15  0.15 18
2001  5 29   374.10  0.20 20
2001  5 30   373.86  0.17 13
2001  5 31   373.79  0.25 11
2001  6  1   373.43  0.21 13
2001  6  2   373.62  0.22 12
2001  6  3  -999.99 -9.99  0
2001  6  4  -999.99 -9.99  0
2001  6  5   373.86  0.13 16
2001  6  6   374.11  0.07 20
2001  6  7   373.16  0.08  9
2001  6  8   373.03  0.16 21
2001  6  9   372.88  0.08 19
2001  6 10   372.91  0.09 20
2001  6 11   373.09  0.14 12
2001  6 12   373.00  0.17 15
2001  6 13   372.90  0.20 10
2001  6 14   372.78  0.12 10
2001  6 15   372.85  0.16  9
2001  6 16   372.75  0.17 12
2001  6 17   372.75  0.04 23
2001  6 18   372.67  0.10 22
2001  6 19   373.45  0.15 16
2001  6 20   373.26  0.06 15
2001  6 21   373.11  0.14 14
2001  6 22   373.13  0.15 15
2001  6 23   373.04  0.19 14
2001  6 24   373.18  0.14 21
2001  6 25   372.99  0.22 11
2001  6 26   373.04  0.16 19
2001  6 27   373.06  0.16 14
2001  6 28   373.07  0.19 11
2001  6 29   372.89  0.19 16
2001  6 30   372.60  0.13 16
2001  7  1   372.57  0.14 23
2001  7  2   372.60  0.14 24
2001  7  3   372.59  0.13 22
2001  7  4   372.55  0.07 20
2001  7  5   372.58  0.16 20
2001  7  6   372.38  0.20 16
2001  7  7   371.72  0.18  9
2001  7  8   371.82  0.10  5
2001  7  9   370.91  0.08  3
2001  7 10   370.81  0.04  2
2001  7 11   371.00  0.28  8
2001  7 12   371.11  0.21  8
2001  7 13   371.58  0.13  6
2001  7 14   371.45  0.14  6
2001  7 15   371.75  0.10 20
2001  7 16   371.85  0.11 19
2001  7 17   371.96  0.10 22
2001  7 18   371.86  0.20 13
2001  7 19  -999.99 -9.99  0
2001  7 20   371.63  0.08 13
2001  7 21   371.33  0.17 10
2001  7 22   370.77  0.15  4
2001  7 23   371.34  0.19  5
2001  7 24   370.93  0.13  7
2001  7 25   370.73  0.10  2
2001  7 26   370.33  0.12  5
2001  7 27   370.73  0.15 14
2001  7 28   371.14  0.27 11
2001  7 29   371.06  0.15 15
2001  7 30   371.12  0.11  5
2001  7 31   371.20  0.01  2
2001  8  1   370.48  0.10  5
2001  8  2   370.65  0.06  5
2001  8  3  -999.99 -9.99  0
2001  8  4   370.32  0.10 21
2001  8  5   370.36  0.14 18
2001  8  6   370.43  0.09 10
2001  8  7   369.46  0.09 10
2001  8  8   369.69  0.19 17
2001  8  9   369.84  0.18 21
2001  8 10   369.87  0.15 17
2001  8 11   369.33  0.15 20
2001  8 12   369.29  0.29  6
2001  8 13   368.81  0.10  4
2001  8 14   369.43  0.15  7
2001  8 15   369.37  0.13  4
2001  8 16   369.60  0.20 18
2001  8 17   369.40  0.09 23
2001  8 18   369.59  0.16 19
2001  8 19   369.18  0.21 23
2001  8 20   369.31  0.08 19
2001  8 21   369.18  0.09 18
2001  8 22   369.40  0.20 12
2001  8 23   368.99  0.18  7
2001  8 24   369.66  0.06 11
2001  8 25   369.54  0.05 15
2001  8 26   369.68  0.16 12
2001  8 27   369.16  0.09 11
2001  8 28   369.27  0.29 18
2001  8 29   369.11  0.22 16
2001  8 30   369.02  0.09 12
2001  8 31   369.18  0.21 21
2001  9  1   368.90  0.20 21
2001  9  2   368.94  0.25 11
2001  9  3   368.52  0.22 16
2001  9  4   368.19  0.12 14
2001  9  5   368.24  0.17 10
2001  9  6   368.12  0.20  7
2001  9  7   368.23  0.29  4
2001  9  8   368.48  0.12 18
2001  9  9   368.44  0.18 13
2001  9 10   368.39  0.12 14
2001  9 11   368.61  0.15 11
2001  9 12   368.95  0.13 14
2001  9 13   368.26  0.16 14
2001  9 14   368.20  0.09  6
2001  9 15   368.84  0.14 14
2001  9 16   368.71  0.16 21
2001  9 17   368.41  0.21 10
2001  9 18   367.83  0.13 16
2001  9 19   367.63  0.15 17
2001  9 20   367.76  0.15 15
2001  9 21   367.71  0.14 12
2001  9 22   367.79  0.06 11
2001  9 23   367.97  0.08  5
2001  9 24   367.19  0.14  3
2001  9 25   367.60  0.22 13
2001  9 26   367.27  0.14 18
2001  9 27   367.45  0.23 17
2001  9 28   367.80  0.16 21
2001  9 29   367.76  0.22  6
2001  9 30   367.51  0.21 14
2001 10  1   367.74  0.12 10
2001 10  2   367.93  0.12 12
2001 10  3   368.13  0.13 11
2001 10  4   368.12  0.19 12
2001 10  5   368.24  0.19 12
2001 10  6   368.30  0.24 11
2001 10  7   368.15  0.16 20
2001 10  8   368.20  0.16 23
2001 10  9   368.29  0.17 20
2001 10 10   367.92  0.20 20
2001 10 11   368.06  0.12 20
2001 10 12   368.36  0.22 15
2001 10 13   368.47  0.08 17
2001 10 14   367.88  0.18 22
2001 10 15   367.59  0.21 17
2001 10 16   367.45  0.08  9
2001 10 17   368.92  0.05  5
2001 10 18   368.39  0.09  9
2001 10 19   368.12  0.13 15
2001 10 20   368.47  0.24 16
2001 10 21   368.48  0.10 18
2001 10 22   368.49  0.06 14
2001 10 23   368.46  0.15 13
2001 10 24   368.76  0.29 14
2001 10 25   369.02  0.18 12
2001 10 26   368.75  0.16 14
2001 10 27   368.79  0.09 23
2001 10 28   368.99  0.10 10
2001 10 29   369.20  0.20 18
2001 10 30   369.18  0.12 23
2001 10 31   369.08  0.08 22
2001 11  1   369.08  0.13 21
2001 11  2   368.83  0.07 22
2001 11  3   368.90  0.09 23
2001 11  4   368.88  0.25 19
2001 11  5   369.10  0.21 15
2001 11  6   369.09  0.15 18
2001 11  7   369.00  0.09 13
2001 11  8   368.97  0.15 17
2001 11  9   369.08  0.05 21
2001 11 10   369.13  0.11 11
2001 11 11  -999.99 -9.99  0
2001 11 12  -999.99 -9.99  0
2001 11 13  -999.99 -9.99  0
2001 11 14   369.67  0.13  4
2001 11 15   369.69  0.15 16
2001 11 16   369.65  0.11 23
2001 11 17   369.88  0.13 20
2001 11 18   369.86  0.11 14
2001 11 19   369.71  0.18 12
2001 11 20   369.95  0.25 14
2001 11 21   370.35  0.17 12
2001 11 22   370.03  0.14 10
2001 11 23   369.81  0.10 21
2001 11 24   370.19  0.16 18
2001 11 25   370.38  0.13 14
2001 11 26   370.36  0.06 17
2001 11 27   370.45  0.04 22
2001 11 28   370.51  0.12 23
2001 11 29   370.12  0.09 23
2001 11 30   370.14  0.10 22
2001 12  1   370.40  0.15 22
2001 12  2   370.62  0.08 23
2001 12  3   370.68  0.28 22
2001 12  4   370.46  0.14 21
2001 12  5   370.58  0.19 16
2001 12  6   371.05  0.10 22
2001 12  7   370.88  0.13 23
2001 12  8   370.68  0.10 18
2001 12  9   370.59  0.11 23
2001 12 10   370.67  0.19 20
2001 12 11   371.06  0.19 19
2001 12 12   371.96  0.10 11
2001 12 13   371.63  0.22 17
2001 12 14   371.50  0.13 11
2001 12 15   371.11  0.10 22
2001 12 16   371.14  0.12 19
2001 12 17   371.17  0.11 22
2001 12 18   371.04  0.13 23
2001 12 19   370.99  0.12 23
2001 12 20   371.20  0.16 21
2001 12 21   371.31  0.15 20
2001 12 22   371.46  0.11 22
2001 12 23   371.31  0.14 15
2001 12 24   371.76  0.09  4
2001 12 25   371.27  0.06  5
2001 12 26   371.15  0.10 19
2001 12 27   371.22  0.19  7
2001 12 28   371.07  0.15 11
2001 12 29   371.40  0.17 23
2001 12 30   371.52  0.10 23
2001 12 31   371.66  0.18 16
2002  1  1   372.90  0.17  8
2002  1  2   372.32  0.17  5
2002  1  3   372.14  0.22 18
2002  1  4   372.51  0.09 12
2002  1  5   372.00  0.07 18
2002  1  6   372.07  0.19 17
2002  1  7   371.86  0.07 21
2002  1  8   371.80  0.06 18
2002  1  9   371.74  0.06 20
2002  1 10   371.94  0.20 18
2002  1 11   372.68  0.10 15
2002  1 12   372.62  0.22 15
2002  1 13   371.99  0.08  8
2002  1 14   372.10  0.13  9
2002  1 15   372.12  0.07 23
2002  1 16   372.31  0.11 21
2002  1 17   372.29  0.16 22
2002  1 18   372.83  0.04  2
2002  1 19   373.28  0.16 23
2002  1 20   372.92  0.14 18
2002  1 21   372.95  0.09 13
2002  1 22   372.63  0.16 17
2002  1 23   372.60  0.12 21
2002  1 24   372.36  0.23 15
2002  1 25   371.91  0.11 18
2002  1 26   371.94  0.17 11
2002  1 27  -999.99 -9.99  0
2002  1 28  -999.99 -9.99  0
2002  1 29   372.34  0.11 10
2002  1 30   372.26  0.24 18
2002  1 31   372.96  0.14  9
2002  2  1   372.98  0.16 23
2002  2  2   372.85  0.17 18
2002  2  3   372.42  0.11 20
2002  2  4   372.45  0.20  6
2002  2  5  -999.99 -9.99  0
2002  2  6   372.34  0.21 21
2002  2  7   372.27  0.17 18
2002  2  8   372.40  0.26 14
2002  2  9   373.06  0.20  5
2002  2 10   373.20  0.13  9
2002  2 11   373.09  0.19 18
2002  2 12   372.94  0.15 18
2002  2 13   372.94  0.15 16
2002  2 14   372.54  0.22 18
2002  2 15   372.42  0.16 17
2002  2 16   372.58  0.05 18
2002  2 17   372.78  0.16 23
2002  2 18   372.81  0.15 23
2002  2 19   372.56  0.11 14
2002  2 20   372.98  0.17  4
2002  2 21   374.25  0.10 14
2002  2 22   373.95  0.07  9
2002  2 23   373.13  0.11  7
2002  2 24   372.78  0.07  7
2002  2 25   373.68  0.08  9
2002  2 26   374.26  0.24 14
2002  2 27   375.01  0.10 11
2002  2 28   374.72  0.14 17
2002  3  1   373.41  0.09  5
2002  3  2   372.76  0.14 15
2002  3  3   373.23  0.05  2
2002  3  4   373.14  0.12  3
2002  3  5   373.71  0.05  6
2002  3  6   373.08  0.13 15
2002  3  7   373.36  0.17 16
2002  3  8   373.75  0.23 11
2002  3  9   373.57  0.14 10
2002  3 10   374.52  0.10 16
2002  3 11   374.44  0.12  9
2002  3 12   374.08  0.15 12
2002  3 13   373.99  0.15 16
2002  3 14   373.84  0.18 10
2002  3 15   373.85  0.26 16
2002  3 16   373.57  0.14 14
2002  3 17   373.89  0.14 19
2002  3 18   374.05  0.23  5
2002  3 19   373.98  0.14  5
2002  3 20   373.93  0.15 15
2002  3 21   374.17  0.27  8
2002  3 22   374.47  0.19  7
2002  3 23   374.70  0.22  8
2002  3 24  -999.99 -9.99  0
2002  3 25  -999.99 -9.99  0
2002  3 26  -999.99 -9.99  0
2002  3 27  -999.99 -9.99  0
2002  3 28   374.32  0.10 23
2002  3 29   373.76  0.07 16
2002  3 30   373.82  0.06  9
2002  3 31   373.50  0.10 21
2002  4  1   373.44  0.07 23
2002  4  2   373.32  0.09 23
2002  4  3   374.43  0.29  9
2002  4  4   375.32  0.08 14
2002  4  5   375.01  0.13 16
2002  4  6   374.55  0.11  6
2002  4  7   375.01  0.25 18
2002  4  8   374.83  0.07 20
2002  4  9   374.66  0.22 16
2002  4 10   374.44  0.19 19
2002  4 11   374.02  0.04  8
2002  4 12   373.94  0.19 13
2002  4 13   374.00  0.20 15
2002  4 14   375.04  0.17 10
2002  4 15   375.15  0.18 11
2002  4 16   374.92  0.13  8
2002  4 17   375.06  0.21 16
2002  4 18   374.88  0.26 11
2002  4 19   375.35  0.16  8
2002  4 20   375.15  0.21 12
2002  4 21   375.40  0.13 16
2002  4 22   374.97  0.14 18
2002  4 23   374.93  0.16 21
2002  4 24   375.01  0.14 15
2002  4 25   375.67  0.18 16
2002  4 26   375.75  0.17 14
2002  4 27   375.64  0.11 20
2002  4 28   375.93  0.20 15
2002  4 29   375.90  0.11 12
2002  4 30   376.05  0.22 20
2002  5  1   375.92  0.21 12
2002  5  2   375.73  0.09  6
2002  5  3   376.02  0.17 12
2002  5  4   375.35  0.10  8
2002  5  5   375.37  0.16 18
2002  5  6   375.76  0.15 20
2002  5  7   375.60  0.08 10
2002  5  8   375.43  0.14  9
2002  5  9   374.95  0.19  9
2002  5 10   374.66  0.17 22
2002  5 11   374.44  0.18 10
2002  5 12   374.55  0.07  5
2002  5 13   374.86  0.20 18
2002  5 14   375.11  0.11 13
2002  5 15   374.80  0.21 17
2002  5 16   374.92  0.14 13
2002  5 17   375.52  0.17 10
2002  5 18   375.69  0.26 15
2002  5 19   375.90  0.23 16
2002  5 20   375.55  0.14  6
2002  5 21   375.83  0.13 12
2002  5 22   376.01  0.07 15
2002  5 23   376.08  0.17 15
2002  5 24   376.04  0.15 16
2002  5 25   376.02  0.08 16
2002  5 26   375.83  0.08 12
2002  5 27   376.30  0.22 10
2002  5 28   376.04  0.14 16
2002  5 29   376.08  0.14 16
2002  5 30   376.11  0.10 21
2002  5 31   376.39  0.15 21
2002  6  1   376.18  0.14 22
2002  6  2   375.84  0.12 21
2002  6  3   375.58  0.10 15
2002  6  4   375.60  0.14 17
2002  6  5   375.76  0.22 14
2002  6  6   375.99  0.25 20
2002  6  7   375.89  0.18 17
2002  6  8   375.87  0.16 16
2002  6  9   375.56  0.10 14
2002  6 10   375.63  0.22  7
2002  6 11   375.16  0.17 12
2002  6 12   375.38  0.13 17
2002  6 13   375.45  0.23 16
2002  6 14   375.42  0.12 12
2002  6 15   375.08  0.20 13
2002  6 16   375.27  0.24 13
2002  6 17   375.39  0.15 11
2002  6 18   374.93  0.09 13
2002  6 19   375.06  0.25 10
2002  6 20   374.97  0.13 22
2002  6 21   375.82  0.14  4
2002  6 22   376.09  0.20 13
2002  6 23   376.19  0.22 16
2002  6 24   376.12  0.19  7
2002  6 25   375.23  0.08  2
2002  6 26   374.84  0.10 20
2002  6 27   374.63  0.14 20
2002  6 28   374.77  0.13 15
2002  6 29   374.72  0.25  8
2002  6 30   374.75  0.08  6
2002  7  1   374.57  0.27 19
2002  7  2   374.77  0.15  6
2002  7  3   374.52  0.12 13
2002  7  4  -999.99 -9.99  0
2002  7  5  -999.99 -9.99  0
2002  7  6   374.84  0.09 10
2002  7  7   374.70  0.10 20
2002  7  8   374.89  0.03 10
2002  7  9   374.47  0.13 14
2002  7 10   374.06  0.17 10
2002  7 11   373.99  0.15 23
2002  7 12   374.32  0.13 16
2002  7 13   374.43  0.10 18
2002  7 14   374.15  0.16  2
2002  7 15   374.27  0.17  9
2002  7 16   374.05  0.28 16
2002  7 17   373.96  0.20 10
2002  7 18   373.78  0.10 21
2002  7 19   373.75  0.09 15
2002  7 20   373.92  0.09 12
2002  7 21   373.83  0.12 17
2002  7 22   373.76  0.07 16
2002  7 23   373.77  0.07 16
2002  7 24   373.57  0.11 13
2002  7 25   373.35  0.13  2
2002  7 26   372.12  0.14  2
2002  7 27   371.45  0.11  7
2002  7 28   372.38  0.16  4
2002  7 29   373.60  0.11  3
2002  7 30   373.41  0.11 15
2002  7 31   373.20  0.20 14
2002  8  1   373.42  0.15 11
2002  8  2   373.78  0.26 14
2002  8  3   373.45  0.07  2
2002  8  4   373.63  0.21  9
2002  8  5   373.15  0.06 10
2002  8  6   372.51  0.16 16
2002  8  7   372.13  0.12 10
2002  8  8   372.10  0.25  7
2002  8  9   371.66  0.13  8
2002  8 10   372.54  0.11 12
2002  8 11   372.49  0.11  7
2002  8 12   371.96  0.11  2
2002  8 13   371.89  0.11  8
2002  8 14   371.76  0.21 14
2002  8 15   371.76  0.16 17
2002  8 16   371.71  0.23  9
2002  8 17   371.56  0.16  3
2002  8 18   371.42  0.11  2
2002  8 19   371.95  0.20 14
2002  8 20   371.98  0.23 17
2002  8 21   371.84  0.08 18
2002  8 22   371.34  0.27 17
2002  8 23   370.68  0.13  4
2002  8 24   371.00  0.15  8
2002  8 25   371.38  0.15 14
2002  8 26   370.89  0.12  2
2002  8 27   370.28  0.15  4
2002  8 28   370.36  0.12  9
2002  8 29   369.88  0.20  9
2002  8 30   370.31  0.21 12
2002  8 31   370.13  0.16  4
2002  9  1   370.23  0.24  8
2002  9  2   369.71  0.20 13
2002  9  3   369.41  0.11 12
2002  9  4   369.86  0.10  2
2002  9  5   370.51  0.29  4
2002  9  6   371.19  0.13 14
2002  9  7   370.90  0.12  9
2002  9  8   371.53  0.22  6
2002  9  9   371.52  0.24 13
2002  9 10   371.81  0.16 10
2002  9 11  -999.99 -9.99  0
2002  9 12   371.70  0.09 15
2002  9 13   371.55  0.15  6
2002  9 14   371.79  0.24  6
2002  9 15   371.55  0.08  2
2002  9 16   371.92  0.06  3
2002  9 17   370.22  0.08  6
2002  9 18   370.48  0.15 10
2002  9 19   370.52  0.13  6
2002  9 20   370.84  0.13 15
2002  9 21   370.78  0.17 14
2002  9 22   370.37  0.17 10
2002  9 23   370.66  0.12  6
2002  9 24   370.11  0.19  8
2002  9 25  -999.99 -9.99  0
2002  9 26   370.34  0.15  9
2002  9 27   370.59  0.26 10
2002  9 28   370.65  0.14  9
2002  9 29   370.20  0.26 14
2002  9 30   369.43  0.13 18
2002 10  1   369.55  0.28 20
2002 10  2   369.54  0.18  6
2002 10  3   369.74  0.26 17
2002 10  4   369.70  0.18 19
2002 10  5   370.40  0.16 14
2002 10  6   370.00  0.18 18
2002 10  7   369.49  0.15 15
2002 10  8   369.68  0.18 11
2002 10  9   369.77  0.06 11
2002 10 10   369.86  0.09 20
2002 10 11   370.13  0.13 18
2002 10 12   370.33  0.10  8
2002 10 13   371.41  0.12  5
2002 10 14   370.65  0.15 14
2002 10 15   370.69  0.12 19
2002 10 16   370.88  0.12 19
2002 10 17   371.45  0.25 15
2002 10 18   371.43  0.19 20
2002 10 19   371.49  0.11 20
2002 10 20   371.46  0.18 12
2002 10 21   371.09  0.14 18
2002 10 22   370.91  0.14 22
2002 10 23   370.41  0.16 17
2002 10 24   370.27  0.25 19
2002 10 25   370.23  0.15 19
2002 10 26   370.23  0.11 21
2002 10 27   370.08  0.14 23
2002 10 28   370.79  0.15 21
2002 10 29   371.14  0.14 14
2002 10 30   371.39  0.19  8
2002 10 31   371.19  0.22 15
2002 11  1   371.15  0.10 19
2002 11  2   371.21  0.10 22
2002 11  3   371.93  0.12  8
2002 11  4   372.75  0.11 15
2002 11  5   372.63  0.18 18
2002 11  6   371.68  0.17 16
2002 11  7   371.58  0.08 19
2002 11  8   371.68  0.05 22
2002 11  9   371.58  0.08 22
2002 11 10   371.79  0.25 18
2002 11 11   371.67  0.12 12
2002 11 12   371.72  0.09  9
2002 11 13   371.90  0.10 22
2002 11 14   371.98  0.11 19
2002 11 15   371.87  0.05 21
2002 11 16   371.82  0.12 22
2002 11 17   372.00  0.18 23
2002 11 18   372.59  0.12  8
2002 11 19   372.66  0.12 22
2002 11 20   372.83  0.21 18
2002 11 21   372.77  0.14 16
2002 11 22   372.41  0.18 13
2002 11 23   372.67  0.08 14
2002 11 24   372.77  0.20 12
2002 11 25   372.60  0.23  6
2002 11 26   372.60  0.09 18
2002 11 27   372.70  0.17 11
2002 11 28   372.78  0.14 18
2002 11 29   372.66  0.12 21
2002 11 30   372.58  0.10 12
2002 12  1   372.49  0.08 21
2002 12  2   372.58  0.14 19
2002 12  3   373.23  0.22 17
2002 12  4   373.40  0.14 17
2002 12  5   373.07  0.21 15
2002 12  6   373.05  0.21 18
2002 12  7   373.21  0.25 13
2002 12  8   373.49  0.09  9
2002 12  9   373.30  0.12 10
2002 12 10   373.70  0.18  4
2002 12 11   373.89  0.16 22
2002 12 12   373.59  0.17 23
2002 12 13   373.64  0.19 20
2002 12 14   373.42  0.06 18
2002 12 15   373.40  0.15 15
2002 12 16   373.79  0.28 16
2002 12 17   373.50  0.15 17
2002 12 18   373.55  0.20 20
2002 12 19   373.40  0.12 11
2002 12 20   373.62  0.17 16
2002 12 21   373.42  0.12 19
2002 12 22   374.32  0.16 24
2002 12 23   374.60  0.14 21
2002 12 24  -999.99 -9.99  0
2002 12 25   374.17  0.11 23
2002 12 26   373.81  0.07 23
2002 12 27   374.02  0.22 19
2002 12 28   374.54  0.20 20
2002 12 29   374.48  0.11 19
2002 12 30   374.89  0.18 12
2002 12 31   375.39  0.18 16
2003  1  1   375.38  0.12 15
2003  1  2   374.19  0.26 15
2003  1  3   374.12  0.11 21
2003  1  4   374.30  0.08 20
2003  1  5   374.86  0.93 11
2003  1  6   375.41  0.18 16
2003  1  7   374.92  0.12 17
2003  1  8   373.90  0.10 13
2003  1  9   374.31  0.09 18
2003  1 10   374.26  0.13 23
2003  1 11   374.73  0.19 19
